id_performance,id_employe,date_evaluation,score,objectifs_atteints
3410,285,2022-04-01,62,True
3411,285,2022-07-01,61,True
3412,285,2022-10-01,71,False
3413,285,2023-01-01,98,True
3414,285,2023-04-01,51,True
3415,285,2023-07-01,82,False
3416,285,2023-10-01,77,True
3417,285,2024-01-01,92,True
3418,285,2024-04-01,82,False
3419,285,2024-07-01,79,True
3420,285,2024-10-01,57,False
3421,286,2022-01-01,66,False
3422,286,2022-04-01,50,True
3423,286,2022-07-01,95,False
3424,286,2022-10-01,80,False
3425,286,2023-01-01,92,True
3426,286,2023-04-01,95,False
3427,286,2023-07-01,84,True
3428,286,2023-10-01,77,True
3429,286,2024-01-01,53,True
3430,286,2024-04-01,65,True
3431,286,2024-07-01,69,True
3432,286,2024-10-01,54,True
3433,287,2022-01-01,86,False
3434,287,2022-04-01,73,False
3435,287,2022-07-01,83,False
3436,287,2022-10-01,94,False
3437,287,2023-01-01,97,False
3438,287,2023-04-01,83,True
3439,287,2023-07-01,66,True
3440,287,2023-10-01,74,False
3441,287,2024-01-01,99,False
3442,287,2024-04-01,76,True
3443,287,2024-07-01,94,True
3444,287,2024-10-01,65,False
3445,288,2022-01-01,69,True
3446,288,2022-04-01,69,False
3447,288,2022-07-01,84,True
3448,288,2022-10-01,68,True
3449,288,2023-01-01,86,False
3450,288,2023-04-01,55,False
3451,288,2023-07-01,53,False
3452,288,2023-10-01,88,False
3453,288,2024-01-01,83,True
3454,288,2024-04-01,56,True
3455,288,2024-07-01,96,True
3456,288,2024-10-01,51,False
3457,289,2022-01-01,65,True
3458,289,2022-04-01,64,False
3459,289,2022-07-01,64,True
3460,289,2022-10-01,63,False
3461,289,2023-01-01,63,False
3462,289,2023-04-01,63,True
3463,289,2023-07-01,67,False
3464,289,2023-10-01,66,False
3465,289,2024-01-01,89,True
3466,289,2024-04-01,81,False
3467,289,2024-07-01,93,True
3468,289,2024-10-01,76,False
3469,290,2022-01-01,82,True
3470,290,2022-04-01,59,True
3471,290,2022-07-01,66,True
3472,290,2022-10-01,98,False
3473,290,2023-01-01,66,False
3474,290,2023-04-01,72,False
3475,290,2023-07-01,57,True
3476,290,2023-10-01,72,True
3477,290,2024-01-01,69,False
3478,290,2024-04-01,96,False
3479,290,2024-07-01,72,True
3480,290,2024-10-01,84,True
3481,291,2022-01-01,83,True
3482,291,2022-04-01,95,True
3483,291,2022-07-01,94,True
3484,291,2022-10-01,79,True
3485,291,2023-01-01,64,True
3486,291,2023-04-01,63,False
3487,291,2023-07-01,88,True
3488,291,2023-10-01,67,False
3489,291,2024-01-01,55,True
3490,291,2024-04-01,81,True
3491,291,2024-07-01,89,False
3492,291,2024-10-01,76,False
3493,292,2022-01-01,82,False
3494,292,2022-04-01,88,False
3495,292,2022-07-01,92,True
3496,292,2022-10-01,96,True
3497,292,2023-01-01,51,False
3498,292,2023-04-01,87,True
3499,292,2023-07-01,77,False
3500,292,2023-10-01,56,False
3501,292,2024-01-01,90,True
3502,292,2024-04-01,85,True
3503,292,2024-07-01,85,False
3504,292,2024-10-01,53,True
3505,293,2022-01-01,79,False
3506,293,2022-04-01,69,False
3507,293,2022-07-01,80,False
3508,293,2022-10-01,56,False
3509,293,2023-01-01,62,False
3510,293,2023-04-01,57,True
3511,293,2023-07-01,54,False
3512,293,2023-10-01,62,True
3513,293,2024-01-01,69,False
3514,293,2024-04-01,81,False
3515,293,2024-07-01,99,True
3516,293,2024-10-01,74,False
3517,294,2022-01-01,53,True
3518,294,2022-04-01,67,True
3519,294,2022-07-01,64,True
3520,294,2022-10-01,87,False
3521,294,2023-01-01,73,False
3522,294,2023-04-01,77,True
3523,294,2023-07-01,65,False
3524,294,2023-10-01,65,True
3525,294,2024-01-01,66,True
3526,294,2024-04-01,84,False
3527,294,2024-07-01,78,True
3528,294,2024-10-01,67,False
3529,295,2022-01-01,68,False
3530,295,2022-04-01,71,True
3531,295,2022-07-01,98,False
3532,295,2022-10-01,64,True
3533,295,2023-01-01,51,False
3534,295,2023-04-01,57,False
3535,295,2023-07-01,74,False
3536,295,2023-10-01,58,True
3537,295,2024-01-01,62,False
3538,295,2024-04-01,79,True
3539,295,2024-07-01,64,False
3540,295,2024-10-01,56,False
3541,296,2022-01-01,60,False
3542,296,2022-04-01,87,False
3543,296,2022-07-01,51,True
3544,296,2022-10-01,97,True
3545,296,2023-01-01,59,False
3546,296,2023-04-01,66,True
3547,296,2023-07-01,89,True
3548,296,2023-10-01,53,True
3549,296,2024-01-01,96,False
3550,296,2024-04-01,80,True
3551,296,2024-07-01,90,True
3552,296,2024-10-01,67,True
3553,297,2022-01-01,97,True
3554,297,2022-04-01,85,False
3555,297,2022-07-01,57,False
3556,297,2022-10-01,97,True
3557,297,2023-01-01,92,False
3558,297,2023-04-01,70,True
3559,297,2023-07-01,68,True
3560,297,2023-10-01,99,True
3561,297,2024-01-01,92,True
3562,297,2024-04-01,89,False
3563,297,2024-07-01,91,False
3564,297,2024-10-01,54,False
3565,298,2022-01-01,90,False
3566,298,2022-04-01,60,False
3567,298,2022-07-01,88,True
3568,298,2022-10-01,73,True
3569,298,2023-01-01,70,False
3570,298,2023-04-01,72,True
3571,298,2023-07-01,87,True
3572,298,2023-10-01,57,True
3573,298,2024-01-01,51,False
3574,298,2024-04-01,62,False
3575,298,2024-07-01,72,True
3576,298,2024-10-01,87,True
3577,299,2022-01-01,86,False
3578,299,2022-04-01,82,True
3579,299,2022-07-01,99,True
3580,299,2022-10-01,72,False
3581,299,2023-01-01,52,True
3582,299,2023-04-01,78,True
3583,299,2023-07-01,57,False
3584,299,2023-10-01,78,False
3585,299,2024-01-01,90,True
3586,299,2024-04-01,99,True
3587,299,2024-07-01,50,False
3588,299,2024-10-01,69,False
3589,300,2022-01-01,70,True
3590,300,2022-04-01,57,True
3591,300,2022-07-01,96,True
3592,300,2022-10-01,84,False
3593,300,2023-01-01,94,False
3594,300,2023-04-01,68,True
3595,300,2023-07-01,67,False
3596,300,2023-10-01,50,True
3597,300,2024-01-01,76,True
3598,300,2024-04-01,93,False
3599,300,2024-07-01,78,True
3600,300,2024-10-01,93,True
3601,301,2022-01-01,85,True
3602,301,2022-04-01,55,True
3603,301,2022-07-01,80,True
3604,301,2022-10-01,69,False
3605,301,2023-01-01,86,True
3606,301,2023-04-01,62,True
3607,301,2023-07-01,51,False
3608,301,2023-10-01,70,True
3609,301,2024-01-01,73,True
3610,301,2024-04-01,93,False
3611,301,2024-07-01,83,False
3612,301,2024-10-01,58,False
3613,302,2022-01-01,79,False
3614,302,2022-04-01,95,True
3615,302,2022-07-01,92,True
3616,302,2022-10-01,85,True
3617,302,2023-01-01,56,False
3618,302,2023-04-01,82,True
3619,302,2023-07-01,50,True
3620,302,2023-10-01,55,False
3621,302,2024-01-01,84,False
3622,302,2024-04-01,86,True
3623,302,2024-07-01,75,False
3624,302,2024-10-01,61,False
3625,303,2022-01-01,79,False
3626,303,2022-04-01,76,False
3627,303,2022-07-01,68,True
3628,303,2022-10-01,54,True
3629,303,2023-01-01,76,False
3630,303,2023-04-01,75,True
3631,303,2023-07-01,98,False
3632,303,2023-10-01,70,True
3633,303,2024-01-01,77,False
3634,303,2024-04-01,64,True
3635,303,2024-07-01,66,False
3636,303,2024-10-01,69,True
3637,304,2022-01-01,62,True
3638,304,2022-04-01,74,False
3639,304,2022-07-01,54,False
3640,304,2022-10-01,72,False
3641,304,2023-01-01,79,False
3642,304,2023-04-01,72,True
3643,304,2023-07-01,80,False
3644,304,2023-10-01,60,True
3645,304,2024-01-01,61,False
3646,304,2024-04-01,51,True
3647,304,2024-07-01,84,True
3648,304,2024-10-01,85,True
3649,305,2022-01-01,77,False
3650,305,2022-04-01,71,False
3651,305,2022-07-01,56,True
3652,305,2022-10-01,81,True
3653,305,2023-01-01,73,True
3654,305,2023-04-01,52,False
3655,305,2023-07-01,55,False
3656,305,2023-10-01,51,True
3657,305,2024-01-01,63,True
3658,305,2024-04-01,67,True
3659,305,2024-07-01,93,True
3660,305,2024-10-01,62,False
3661,306,2022-01-01,93,False
3662,306,2022-04-01,67,True
3663,306,2022-07-01,98,True
3664,306,2022-10-01,97,True
3665,306,2023-01-01,89,True
3666,306,2023-04-01,73,False
3667,306,2023-07-01,57,False
3668,306,2023-10-01,82,True
3669,306,2024-01-01,62,False
3670,306,2024-04-01,98,False
3671,306,2024-07-01,63,False
3672,306,2024-10-01,98,False
3673,307,2022-01-01,88,False
3674,307,2022-04-01,75,True
3675,307,2022-07-01,81,True
3676,307,2022-10-01,64,False
3677,307,2023-01-01,70,False
3678,307,2023-04-01,79,False
3679,307,2023-07-01,62,False
3680,307,2023-10-01,79,False
3681,307,2024-01-01,68,True
3682,307,2024-04-01,93,True
3683,307,2024-07-01,74,False
3684,307,2024-10-01,63,False
3685,308,2022-01-01,61,False
3686,308,2022-04-01,72,False
3687,308,2022-07-01,79,False
3688,308,2022-10-01,79,True
3689,308,2023-01-01,79,True
3690,308,2023-04-01,85,False
3691,308,2023-07-01,98,False
3692,308,2023-10-01,65,False
3693,308,2024-01-01,63,False
3694,308,2024-04-01,57,False
3695,308,2024-07-01,80,False
3696,308,2024-10-01,97,False
3697,309,2022-01-01,50,True
3698,309,2022-04-01,69,True
3699,309,2022-07-01,63,False
3700,309,2022-10-01,74,False
3701,309,2023-01-01,74,True
3702,309,2023-04-01,54,False
3703,309,2023-07-01,75,False
3704,309,2023-10-01,87,False
3705,309,2024-01-01,53,True
3706,309,2024-04-01,79,False
3707,309,2024-07-01,68,True
3708,309,2024-10-01,84,False
3709,310,2022-01-01,82,True
3710,310,2022-04-01,63,False
3711,310,2022-07-01,59,True
3712,310,2022-10-01,77,False
3713,310,2023-01-01,85,False
3714,310,2023-04-01,65,False
3715,310,2023-07-01,70,False
3716,310,2023-10-01,82,False
3717,310,2024-01-01,90,True
3718,310,2024-04-01,64,False
3719,310,2024-07-01,52,True
3720,310,2024-10-01,96,True
3721,311,2022-01-01,63,False
3722,311,2022-04-01,78,False
3723,311,2022-07-01,75,True
3724,311,2022-10-01,61,False
3725,311,2023-01-01,66,True
3726,311,2023-04-01,59,False
3727,311,2023-07-01,71,True
3728,311,2023-10-01,92,True
3729,311,2024-01-01,64,True
3730,311,2024-04-01,97,False
3731,311,2024-07-01,70,True
3732,311,2024-10-01,70,False
3733,312,2022-01-01,93,False
3734,312,2022-04-01,54,True
3735,312,2022-07-01,58,True
3736,312,2022-10-01,67,True
3737,312,2023-01-01,57,False
3738,312,2023-04-01,83,False
3739,312,2023-07-01,90,True
3740,312,2023-10-01,73,False
3741,312,2024-01-01,73,False
3742,312,2024-04-01,81,False
3743,312,2024-07-01,82,False
3744,312,2024-10-01,93,True
3745,313,2022-01-01,98,False
3746,313,2022-04-01,60,True
3747,313,2022-07-01,67,True
3748,313,2022-10-01,71,True
3749,313,2023-01-01,67,False
3750,313,2023-04-01,96,True
3751,313,2023-07-01,96,True
3752,313,2023-10-01,69,True
3753,313,2024-01-01,94,True
3754,313,2024-04-01,53,False
3755,313,2024-07-01,85,False
3756,313,2024-10-01,94,False
3757,314,2022-01-01,77,False
3758,314,2022-04-01,72,True
3759,314,2022-07-01,85,True
3760,314,2022-10-01,55,True
3761,314,2023-01-01,88,False
3762,314,2023-04-01,84,False
3763,314,2023-07-01,59,False
3764,314,2023-10-01,90,False
3765,314,2024-01-01,87,True
3766,314,2024-04-01,92,True
3767,314,2024-07-01,99,False
3768,314,2024-10-01,54,False
3769,315,2022-01-01,85,True
3770,315,2022-04-01,94,False
3771,315,2022-07-01,74,False
3772,315,2022-10-01,60,True
3773,315,2023-01-01,83,False
3774,315,2023-04-01,63,False
3775,315,2023-07-01,73,True
3776,315,2023-10-01,88,False
3777,315,2024-01-01,92,False
3778,315,2024-04-01,88,True
3779,315,2024-07-01,65,False
3780,315,2024-10-01,87,True
3781,316,2022-01-01,81,False
3782,316,2022-04-01,83,False
3783,316,2022-07-01,57,False
3784,316,2022-10-01,76,True
3785,316,2023-01-01,76,True
3786,316,2023-04-01,95,True
3787,316,2023-07-01,64,True
3788,316,2023-10-01,71,False
3789,316,2024-01-01,61,True
3790,316,2024-04-01,94,True
3791,316,2024-07-01,74,False
3792,316,2024-10-01,79,False
3793,317,2022-01-01,83,False
3794,317,2022-04-01,62,False
3795,317,2022-07-01,78,False
3796,317,2022-10-01,90,True
3797,317,2023-01-01,58,True
3798,317,2023-04-01,62,True
3799,317,2023-07-01,63,True
3800,317,2023-10-01,58,False
3801,317,2024-01-01,88,False
3802,317,2024-04-01,52,True
3803,317,2024-07-01,96,False
3804,317,2024-10-01,82,False
3805,318,2022-01-01,56,True
3806,318,2022-04-01,83,False
3807,318,2022-07-01,99,False
3808,318,2022-10-01,96,False
3809,318,2023-01-01,68,False
3810,318,2023-04-01,75,True
3811,318,2023-07-01,77,True
3812,318,2023-10-01,76,False
3813,318,2024-01-01,68,True
3814,318,2024-04-01,56,True
3815,318,2024-07-01,92,True
3816,318,2024-10-01,79,True
3817,319,2022-01-01,92,False
3818,319,2022-04-01,57,False
3819,319,2022-07-01,61,False
3820,319,2022-10-01,62,False
3821,319,2023-01-01,67,False
3822,319,2023-04-01,98,False
3823,319,2023-07-01,65,True
3824,319,2023-10-01,52,False
3825,319,2024-01-01,76,True
3826,319,2024-04-01,83,True
3827,319,2024-07-01,71,False
3828,319,2024-10-01,72,True
3829,320,2022-01-01,98,False
3830,320,2022-04-01,90,True
3831,320,2022-07-01,96,False
3832,320,2022-10-01,58,False
3833,320,2023-01-01,70,True
3834,320,2023-04-01,95,True
3835,320,2023-07-01,65,True
3836,320,2023-10-01,74,False
3837,320,2024-01-01,98,True
3838,320,2024-04-01,94,True
3839,320,2024-07-01,64,True
3840,320,2024-10-01,82,True
3841,321,2022-01-01,54,False
3842,321,2022-04-01,58,False
3843,321,2022-07-01,55,False
3844,321,2022-10-01,94,False
3845,321,2023-01-01,77,False
3846,321,2023-04-01,64,False
3847,321,2023-07-01,76,False
3848,321,2023-10-01,53,True
3849,321,2024-01-01,70,False
3850,321,2024-04-01,79,False
3851,321,2024-07-01,84,True
3852,321,2024-10-01,61,True
3853,322,2022-01-01,79,True
3854,322,2022-04-01,87,True
3855,322,2022-07-01,87,False
3856,322,2022-10-01,64,False
3857,322,2023-01-01,78,False
3858,322,2023-04-01,87,False
3859,322,2023-07-01,70,True
3860,322,2023-10-01,90,True
3861,322,2024-01-01,67,True
3862,322,2024-04-01,86,False
3863,322,2024-07-01,87,False
3864,322,2024-10-01,60,False
3865,323,2022-01-01,98,False
3866,323,2022-04-01,58,True
3867,323,2022-07-01,52,True
3868,323,2022-10-01,70,True
3869,323,2023-01-01,58,False
3870,323,2023-04-01,68,True
3871,323,2023-07-01,95,False
3872,323,2023-10-01,68,False
3873,323,2024-01-01,72,True
3874,323,2024-04-01,76,True
3875,323,2024-07-01,85,False
3876,323,2024-10-01,76,False
3877,324,2022-01-01,83,True
3878,324,2022-04-01,77,True
3879,324,2022-07-01,81,False
3880,324,2022-10-01,69,False
3881,324,2023-01-01,84,True
3882,324,2023-04-01,80,False
3883,324,2023-07-01,71,True
3884,324,2023-10-01,90,True
3885,324,2024-01-01,58,True
3886,324,2024-04-01,64,True
3887,324,2024-07-01,71,False
3888,324,2024-10-01,81,False
3889,325,2022-01-01,75,False
3890,325,2022-04-01,87,False
3891,325,2022-07-01,57,False
3892,325,2022-10-01,70,False
3893,325,2023-01-01,95,True
3894,325,2023-04-01,77,False
3895,325,2023-07-01,93,False
3896,325,2023-10-01,55,False
3897,325,2024-01-01,80,True
3898,325,2024-04-01,93,True
3899,325,2024-07-01,57,True
3900,325,2024-10-01,51,True
3901,326,2022-01-01,94,True
3902,326,2022-04-01,91,False
3903,326,2022-07-01,66,True
3904,326,2022-10-01,87,True
3905,326,2023-01-01,96,True
3906,326,2023-04-01,79,False
3907,326,2023-07-01,53,True
3908,326,2023-10-01,86,True
3909,326,2024-01-01,58,False
3910,326,2024-04-01,62,True
3911,326,2024-07-01,71,False
3912,326,2024-10-01,79,False
3913,327,2022-01-01,85,False
3914,327,2022-04-01,85,False
3915,327,2022-07-01,94,False
3916,327,2022-10-01,99,True
3917,327,2023-01-01,50,True
3918,327,2023-04-01,99,True
3919,327,2023-07-01,81,False
3920,327,2023-10-01,92,True
3921,327,2024-01-01,80,False
3922,327,2024-04-01,96,False
3923,327,2024-07-01,97,True
3924,327,2024-10-01,78,True
3925,328,2022-01-01,68,True
3926,328,2022-04-01,58,True
3927,328,2022-07-01,86,True
3928,328,2022-10-01,77,False
3929,328,2023-01-01,73,False
3930,328,2023-04-01,85,False
3931,328,2023-07-01,67,True
3932,328,2023-10-01,84,False
3933,328,2024-01-01,63,True
3934,328,2024-04-01,75,False
3935,328,2024-07-01,73,False
3936,328,2024-10-01,69,True
3937,329,2022-01-01,56,False
3938,329,2022-04-01,66,False
3939,329,2022-07-01,71,False
3940,329,2022-10-01,61,False
3941,329,2023-01-01,95,True
3942,329,2023-04-01,64,True
3943,329,2023-07-01,65,True
3944,329,2023-10-01,51,False
3945,329,2024-01-01,77,True
3946,329,2024-04-01,90,False
3947,329,2024-07-01,76,True
3948,329,2024-10-01,90,False
3949,330,2022-01-01,96,True
3950,330,2022-04-01,50,False
3951,330,2022-07-01,78,True
3952,330,2022-10-01,57,True
3953,330,2023-01-01,65,False
3954,330,2023-04-01,77,False
3955,330,2023-07-01,67,False
3956,330,2023-10-01,90,False
3957,330,2024-01-01,68,True
3958,330,2024-04-01,99,True
3959,330,2024-07-01,54,True
3960,330,2024-10-01,83,True
3961,331,2022-01-01,59,True
3962,331,2022-04-01,56,False
3963,331,2022-07-01,86,True
3964,331,2022-10-01,64,False
3965,331,2023-01-01,73,False
3966,331,2023-04-01,75,False
3967,331,2023-07-01,75,False
3968,331,2023-10-01,59,True
3969,331,2024-01-01,63,False
3970,331,2024-04-01,97,True
3971,331,2024-07-01,76,True
3972,331,2024-10-01,56,False
3973,332,2022-01-01,59,False
3974,332,2022-04-01,58,False
3975,332,2022-07-01,72,True
3976,332,2022-10-01,97,True
3977,332,2023-01-01,76,False
3978,332,2023-04-01,78,True
3979,332,2023-07-01,69,True
3980,332,2023-10-01,92,False
3981,332,2024-01-01,56,False
3982,332,2024-04-01,68,True
3983,332,2024-07-01,69,False
3984,332,2024-10-01,88,False
3985,333,2022-01-01,56,False
3986,333,2022-04-01,74,True
3987,333,2022-07-01,62,True
3988,333,2022-10-01,89,False
3989,333,2023-01-01,98,True
3990,333,2023-04-01,97,False
3991,333,2023-07-01,83,False
3992,333,2023-10-01,57,True
3993,333,2024-01-01,94,False
3994,333,2024-04-01,73,False
3995,333,2024-07-01,91,False
3996,333,2024-10-01,51,True
3997,334,2022-01-01,63,False
3998,334,2022-04-01,88,True
3999,334,2022-07-01,61,False
4000,334,2022-10-01,77,True
4001,334,2023-01-01,77,False
4002,334,2023-04-01,74,False
4003,334,2023-07-01,75,False
4004,334,2023-10-01,99,True
4005,334,2024-01-01,50,True
4006,334,2024-04-01,56,False
4007,334,2024-07-01,97,False
4008,334,2024-10-01,54,True
4009,335,2022-01-01,88,False
4010,335,2022-04-01,83,True
4011,335,2022-07-01,98,False
4012,335,2022-10-01,89,False
4013,335,2023-01-01,96,True
4014,335,2023-04-01,76,True
4015,335,2023-07-01,87,False
4016,335,2023-10-01,99,True
4017,335,2024-01-01,75,False
4018,335,2024-04-01,63,False
4019,335,2024-07-01,63,True
4020,335,2024-10-01,85,False
4021,336,2022-01-01,96,True
4022,336,2022-04-01,81,False
4023,336,2022-07-01,63,False
4024,336,2022-10-01,50,False
4025,336,2023-01-01,69,False
4026,336,2023-04-01,59,True
4027,336,2023-07-01,73,False
4028,336,2023-10-01,77,True
4029,336,2024-01-01,89,True
4030,336,2024-04-01,82,False
4031,336,2024-07-01,56,True
4032,336,2024-10-01,65,True
4033,337,2022-01-01,83,False
4034,337,2022-04-01,72,True
4035,337,2022-07-01,99,True
4036,337,2022-10-01,62,False
4037,337,2023-01-01,73,True
4038,337,2023-04-01,66,True
4039,337,2023-07-01,62,False
4040,337,2023-10-01,76,False
4041,337,2024-01-01,82,False
4042,337,2024-04-01,81,False
4043,337,2024-07-01,78,False
4044,337,2024-10-01,68,False
4045,338,2022-01-01,93,False
4046,338,2022-04-01,88,False
4047,338,2022-07-01,90,True
4048,338,2022-10-01,71,False
4049,338,2023-01-01,59,False
4050,338,2023-04-01,78,False
4051,338,2023-07-01,50,True
4052,338,2023-10-01,79,False
4053,338,2024-01-01,95,True
4054,338,2024-04-01,70,True
4055,338,2024-07-01,95,False
4056,338,2024-10-01,70,True
4057,339,2022-01-01,90,False
4058,339,2022-04-01,94,True
4059,339,2022-07-01,68,False
4060,339,2022-10-01,56,True
4061,339,2023-01-01,50,True
4062,339,2023-04-01,55,False
4063,339,2023-07-01,51,True
4064,339,2023-10-01,81,True
4065,339,2024-01-01,97,False
4066,339,2024-04-01,54,True
4067,339,2024-07-01,80,False
4068,339,2024-10-01,84,False
4069,340,2022-01-01,97,False
4070,340,2022-04-01,64,True
4071,340,2022-07-01,65,False
4072,340,2022-10-01,62,False
4073,340,2023-01-01,91,False
4074,340,2023-04-01,80,False
4075,340,2023-07-01,78,True
4076,340,2023-10-01,58,True
4077,340,2024-01-01,60,True
4078,340,2024-04-01,71,False
4079,340,2024-07-01,95,True
4080,340,2024-10-01,69,True
4081,341,2022-01-01,70,False
4082,341,2022-04-01,71,True
4083,341,2022-07-01,58,True
4084,341,2022-10-01,54,False
4085,341,2023-01-01,60,True
4086,341,2023-04-01,91,True
4087,341,2023-07-01,88,False
4088,341,2023-10-01,95,True
4089,341,2024-01-01,98,False
4090,341,2024-04-01,75,True
4091,341,2024-07-01,55,False
4092,341,2024-10-01,97,True
4093,342,2022-01-01,59,True
4094,342,2022-04-01,88,True
4095,342,2022-07-01,83,True
4096,342,2022-10-01,61,True
4097,342,2023-01-01,93,False
4098,342,2023-04-01,87,True
4099,342,2023-07-01,51,False
4100,342,2023-10-01,54,True
4101,342,2024-01-01,74,True
4102,342,2024-04-01,84,False
4103,342,2024-07-01,86,False
4104,342,2024-10-01,60,False
4105,343,2022-01-01,84,True
4106,343,2022-04-01,94,True
4107,343,2022-07-01,57,False
4108,343,2022-10-01,69,False
4109,343,2023-01-01,83,False
4110,343,2023-04-01,67,True
4111,343,2023-07-01,53,False
4112,343,2023-10-01,58,False
4113,343,2024-01-01,75,False
4114,343,2024-04-01,74,False
4115,343,2024-07-01,90,True
4116,343,2024-10-01,94,True
4117,344,2022-01-01,87,True
4118,344,2022-04-01,68,False
4119,344,2022-07-01,70,True
4120,344,2022-10-01,52,True
4121,344,2023-01-01,99,False
4122,344,2023-04-01,65,False
4123,344,2023-07-01,58,True
4124,344,2023-10-01,56,False
4125,344,2024-01-01,55,True
4126,344,2024-04-01,64,False
4127,344,2024-07-01,57,False
4128,344,2024-10-01,89,True
4129,345,2022-01-01,81,False
4130,345,2022-04-01,98,True
4131,345,2022-07-01,54,False
4132,345,2022-10-01,71,False
4133,345,2023-01-01,65,True
4134,345,2023-04-01,56,False
4135,345,2023-07-01,99,False
4136,345,2023-10-01,96,False
4137,345,2024-01-01,80,False
4138,345,2024-04-01,90,False
4139,345,2024-07-01,54,True
4140,345,2024-10-01,89,True
4141,346,2022-01-01,78,True
4142,346,2022-04-01,54,True
4143,346,2022-07-01,81,False
4144,346,2022-10-01,64,True
4145,346,2023-01-01,71,False
4146,346,2023-04-01,66,False
4147,346,2023-07-01,74,False
4148,346,2023-10-01,66,False
4149,346,2024-01-01,77,True
4150,346,2024-04-01,67,True
4151,346,2024-07-01,67,True
4152,346,2024-10-01,81,False
4153,347,2022-01-01,65,False
4154,347,2022-04-01,67,False
4155,347,2022-07-01,66,True
4156,347,2022-10-01,61,False
4157,347,2023-01-01,59,True
4158,347,2023-04-01,70,True
4159,347,2023-07-01,68,True
4160,347,2023-10-01,93,True
4161,347,2024-01-01,55,False
4162,347,2024-04-01,53,True
4163,347,2024-07-01,67,True
4164,347,2024-10-01,84,False
4165,348,2022-01-01,87,False
4166,348,2022-04-01,69,False
4167,348,2022-07-01,84,False
4168,348,2022-10-01,68,False
4169,348,2023-01-01,53,True
4170,348,2023-04-01,51,True
4171,348,2023-07-01,94,False
4172,348,2023-10-01,83,False
4173,348,2024-01-01,73,False
4174,348,2024-04-01,93,True
4175,348,2024-07-01,90,True
4176,348,2024-10-01,59,False
4177,349,2022-01-01,67,True
4178,349,2022-04-01,56,True
4179,349,2022-07-01,68,False
4180,349,2022-10-01,64,True
4181,349,2023-01-01,91,True
4182,349,2023-04-01,53,False
4183,349,2023-07-01,53,True
4184,349,2023-10-01,90,False
4185,349,2024-01-01,72,False
4186,349,2024-04-01,86,True
4187,349,2024-07-01,60,True
4188,349,2024-10-01,60,True
4189,350,2022-01-01,63,False
4190,350,2022-04-01,57,True
4191,350,2022-07-01,67,True
4192,350,2022-10-01,93,False
4193,350,2023-01-01,67,False
4194,350,2023-04-01,56,False
4195,350,2023-07-01,99,False
4196,350,2023-10-01,63,True
4197,350,2024-01-01,65,False
4198,350,2024-04-01,79,False
4199,350,2024-07-01,67,True
4200,350,2024-10-01,93,False
4201,351,2022-01-01,62,False
4202,351,2022-04-01,98,False
4203,351,2022-07-01,84,True
4204,351,2022-10-01,91,True
4205,351,2023-01-01,87,True
4206,351,2023-04-01,85,True
4207,351,2023-07-01,69,True
4208,351,2023-10-01,52,False
4209,351,2024-01-01,89,True
4210,351,2024-04-01,81,True
4211,351,2024-07-01,56,False
4212,351,2024-10-01,70,False
4213,352,2022-01-01,77,False
4214,352,2022-04-01,91,False
4215,352,2022-07-01,81,True
4216,352,2022-10-01,91,True
4217,352,2023-01-01,95,True
4218,352,2023-04-01,60,True
4219,352,2023-07-01,99,True
4220,352,2023-10-01,98,False
4221,352,2024-01-01,52,True
4222,352,2024-04-01,99,True
4223,352,2024-07-01,84,False
4224,352,2024-10-01,64,True
4225,353,2022-01-01,60,True
4226,353,2022-04-01,77,False
4227,353,2022-07-01,77,False
4228,353,2022-10-01,74,False
4229,353,2023-01-01,77,True
4230,353,2023-04-01,60,True
4231,353,2023-07-01,77,True
4232,353,2023-10-01,54,False
4233,353,2024-01-01,91,False
4234,353,2024-04-01,83,False
4235,353,2024-07-01,51,False
4236,353,2024-10-01,62,True
4237,354,2022-01-01,54,False
4238,354,2022-04-01,51,True
4239,354,2022-07-01,60,False
4240,354,2022-10-01,79,False
4241,354,2023-01-01,81,False
4242,354,2023-04-01,99,False
4243,354,2023-07-01,87,True
4244,354,2023-10-01,77,False
4245,354,2024-01-01,71,True
4246,354,2024-04-01,66,False
4247,354,2024-07-01,92,True
4248,354,2024-10-01,66,False
4249,355,2022-01-01,85,False
4250,355,2022-04-01,95,True
4251,355,2022-07-01,85,False
4252,355,2022-10-01,63,False
4253,355,2023-01-01,85,False
4254,355,2023-04-01,58,True
4255,355,2023-07-01,61,True
4256,355,2023-10-01,79,True
4257,355,2024-01-01,89,False
4258,355,2024-04-01,53,True
4259,355,2024-07-01,76,False
4260,355,2024-10-01,74,True
4261,356,2022-01-01,55,True
4262,356,2022-04-01,76,False
4263,356,2022-07-01,58,True
4264,356,2022-10-01,85,True
4265,356,2023-01-01,90,True
4266,356,2023-04-01,81,False
4267,356,2023-07-01,96,True
4268,356,2023-10-01,64,True
4269,356,2024-01-01,68,True
4270,356,2024-04-01,55,True
4271,356,2024-07-01,68,True
4272,356,2024-10-01,77,True
4273,357,2022-01-01,91,True
4274,357,2022-04-01,80,True
4275,357,2022-07-01,64,False
4276,357,2022-10-01,92,True
4277,357,2023-01-01,52,False
4278,357,2023-04-01,52,False
4279,357,2023-07-01,74,True
4280,357,2023-10-01,69,False
4281,357,2024-01-01,78,False
4282,357,2024-04-01,99,True
