"nom","nom_departement","performance"
"Nom_1486","Service Client",53
"Nom_1389","Service Client",53
"Nom_225","Informatique",53
"Nom_995","Informatique",53
"Nom_978","Ventes",53
"Nom_313","Juridique",53
"Nom_294","Informatique",53
"Nom_43","Informatique",53
"Nom_982","Data & Analytics",53
"Nom_1020","Data & Analytics",53
"Nom_28","Marketing",53
"Nom_1081","Opérations",53
"Nom_1272","Opérations",53
"Nom_661","Direction Générale",53
"Nom_878","Finance",53
"Nom_45","Ressources Humaines",53
"Nom_349","Ressources Humaines",53
"Nom_483","Ventes",53
"Nom_1149","Marketing",53
"Nom_1383","Opérations",53
"Nom_252","Data & Analytics",53
"Nom_1438","Service Client",53
"Nom_388","Direction Générale",53
"Nom_900","Informatique",53
"Nom_429","Finance",53
"Nom_1498","Juridique",53
"Nom_991","Opérations",53
"Nom_1084","Informatique",53
"Nom_201","Informatique",53
"Nom_737","Informatique",54
"Nom_165","Ventes",54
"Nom_245","Data & Analytics",54
"Nom_1066","Juridique",54
"Nom_263","Marketing",54
"Nom_815","Marketing",54
"Nom_135","Informatique",54
"Nom_200","Finance",54
"Nom_655","Service Client",54
"Nom_1379","Ressources Humaines",54
"Nom_1172","Ventes",54
"Nom_1495","Informatique",54
"Nom_1199","Informatique",54
"Nom_577","Service Client",54
"Nom_853","Juridique",54
"Nom_1349","Juridique",54
"Nom_22","Finance",54
"Nom_1441","Finance",54
"Nom_345","Opérations",54
"Nom_1123","Informatique",54
"Nom_1085","Finance",54
"Nom_293","Juridique",54
"Nom_796","Service Client",54
"Nom_1188","Ressources Humaines",54
"Nom_386","Ressources Humaines",54
"Nom_1473","Data & Analytics",54
"Nom_1018","Finance",54
"Nom_341","Direction Générale",54
"Nom_1267","Opérations",54
"Nom_1153","Juridique",54
"Nom_1322","Finance",54
"Nom_1493","Ressources Humaines",54
"Nom_219","Ventes",54
"Nom_175","Opérations",54
"Nom_80","Informatique",54
"Nom_1028","Direction Générale",54
"Nom_1341","Service Client",54
"Nom_488","Marketing",54
"Nom_1350","Direction Générale",54
"Nom_1461","Opérations",54
"Nom_923","Ressources Humaines",54
"Nom_297","Service Client",54
"Nom_1059","Data & Analytics",54
"Nom_954","Ventes",54
"Nom_694","Data & Analytics",54
"Nom_1180","Service Client",54
"Nom_946","Direction Générale",54
"Nom_94","Direction Générale",54
"Nom_540","Informatique",54
"Nom_1390","Direction Générale",54
"Nom_427","Marketing",54
"Nom_12","Ressources Humaines",54
"Nom_425","Juridique",54
"Nom_1233","Finance",54
"Nom_442","Opérations",54
"Nom_1223","Marketing",54
"Nom_627","Data & Analytics",54
"Nom_467","Marketing",54
"Nom_46","Service Client",54
"Nom_849","Marketing",54
"Nom_1114","Informatique",54
"Nom_739","Ventes",54
"Nom_875","Informatique",54
"Nom_312","Ventes",54
"Nom_976","Finance",54
"Nom_193","Marketing",54
"Nom_303","Opérations",54
"Nom_1286","Ressources Humaines",54
"Nom_109","Marketing",54
"Nom_1163","Ressources Humaines",54
"Nom_1047","Marketing",54
"Nom_365","Direction Générale",54
"Nom_1437","Ressources Humaines",54
"Nom_229","Data & Analytics",54
"Nom_564","Ventes",54
"Nom_1156","Ressources Humaines",54
"Nom_84","Opérations",54
"Nom_1482","Juridique",54
"Nom_468","Opérations",54
"Nom_740","Opérations",54
"Nom_1328","Direction Générale",54
"Nom_346","Marketing",54
"Nom_667","Service Client",54
"Nom_831","Data & Analytics",54
"Nom_860","Marketing",54
"Nom_107","Opérations",54
"Nom_1019","Data & Analytics",54
"Nom_1380","Juridique",54
"Nom_833","Juridique",54
"Nom_666","Opérations",54
"Nom_1402","Opérations",54
"Nom_637","Data & Analytics",54
"Nom_198","Juridique",54
"Nom_836","Direction Générale",54
"Nom_314","Finance",54
"Nom_460","Informatique",54
"Nom_49","Direction Générale",54
"Nom_696","Finance",54
"Nom_249","Juridique",54
"Nom_413","Ressources Humaines",54
"Nom_1426","Finance",54
"Nom_712","Juridique",54
"Nom_576","Opérations",54
"Nom_1394","Data & Analytics",54
"Nom_496","Service Client",54
"Nom_361","Opérations",54
"Nom_136","Juridique",54
"Nom_772","Juridique",54
"Nom_867","Ressources Humaines",54
"Nom_6","Data & Analytics",54
"Nom_992","Ventes",54
"Nom_241","Ressources Humaines",54
"Nom_845","Marketing",55
"Nom_623","Service Client",55
"Nom_840","Service Client",55
"Nom_1118","Service Client",55
"Nom_1231","Informatique",55
"Nom_765","Informatique",55
"Nom_850","Ventes",55
"Nom_72","Ventes",55
"Nom_693","Data & Analytics",55
"Nom_1224","Opérations",55
"Nom_630","Ressources Humaines",55
"Nom_507","Marketing",55
"Nom_161","Finance",55
"Nom_869","Juridique",55
"Nom_876","Juridique",55
"Nom_780","Marketing",55
"Nom_50","Data & Analytics",55
"Nom_170","Data & Analytics",55
"Nom_861","Data & Analytics",55
"Nom_956","Finance",55
"Nom_204","Service Client",55
"Nom_138","Ventes",55
"Nom_209","Marketing",55
"Nom_707","Finance",55
"Nom_1134","Ressources Humaines",55
"Nom_525","Informatique",55
"Nom_1130","Marketing",55
"Nom_764","Informatique",55
"Nom_989","Finance",55
"Nom_700","Ventes",55
"Nom_848","Finance",55
"Nom_883","Opérations",55
"Nom_1347","Direction Générale",55
"Nom_893","Direction Générale",55
"Nom_122","Ventes",55
"Nom_880","Direction Générale",55
"Nom_173","Informatique",55
"Nom_1464","Juridique",55
"Nom_478","Opérations",55
"Nom_133","Direction Générale",55
"Nom_291","Ventes",55
"Nom_794","Opérations",55
"Nom_1239","Marketing",55
"Nom_367","Direction Générale",55
"Nom_616","Informatique",55
"Nom_775","Informatique",55
"Nom_614","Opérations",55
"Nom_961","Finance",55
"Nom_150","Direction Générale",55
"Nom_3","Ressources Humaines",55
"Nom_619","Opérations",55
"Nom_704","Finance",55
"Nom_497","Ventes",55
"Nom_1481","Marketing",55
"Nom_533","Informatique",55
"Nom_257","Juridique",55
"Nom_1088","Service Client",55
"Nom_1360","Marketing",55
"Nom_35","Finance",55
"Nom_506","Marketing",55
"Nom_47","Marketing",55
"Nom_1183","Informatique",55
"Nom_691","Opérations",55
"Nom_1324","Ressources Humaines",55
"Nom_1398","Ventes",55
"Nom_217","Opérations",55
"Nom_1448","Ressources Humaines",55
"Nom_1353","Ressources Humaines",55
"Nom_282","Ventes",55
"Nom_356","Service Client",55
"Nom_779","Finance",55
"Nom_1335","Data & Analytics",55
"Nom_1373","Opérations",55
"Nom_1157","Juridique",55
"Nom_196","Ressources Humaines",55
"Nom_859","Juridique",55
"Nom_162","Direction Générale",55
"Nom_907","Data & Analytics",55
"Nom_750","Service Client",55
"Nom_818","Ventes",55
"Nom_1080","Opérations",55
"Nom_993","Marketing",55
"Nom_826","Juridique",55
"Nom_756","Ressources Humaines",55
"Nom_1365","Informatique",55
"Nom_1111","Ventes",55
"Nom_654","Ressources Humaines",55
"Nom_665","Informatique",55
"Nom_76","Juridique",55
"Nom_753","Marketing",55
"Nom_1317","Juridique",55
"Nom_778","Juridique",55
"Nom_373","Ressources Humaines",55
"Nom_1469","Juridique",55
"Nom_1050","Informatique",55
"Nom_569","Data & Analytics",55
"Nom_811","Ventes",56
"Nom_1196","Service Client",56
"Nom_638","Informatique",56
"Nom_199","Informatique",56
"Nom_1128","Opérations",56
"Nom_1463","Service Client",56
"Nom_449","Service Client",56
"Nom_510","Finance",56
"Nom_527","Opérations",56
"Nom_889","Finance",56
"Nom_237","Ventes",56
"Nom_92","Opérations",56
"Nom_984","Direction Générale",56
"Nom_934","Direction Générale",56
"Nom_1056","Opérations",56
"Nom_89","Opérations",56
"Nom_350","Opérations",56
"Nom_653","Opérations",56
"Nom_1345","Informatique",56
"Nom_195","Data & Analytics",56
"Nom_491","Direction Générale",56
"Nom_1070","Data & Analytics",56
"Nom_790","Data & Analytics",56
"Nom_542","Service Client",56
"Nom_1049","Direction Générale",56
"Nom_594","Ressources Humaines",56
"Nom_1334","Ventes",56
"Nom_1054","Service Client",56
"Nom_918","Data & Analytics",56
"Nom_399","Informatique",56
"Nom_156","Informatique",56
"Nom_377","Finance",56
"Nom_1356","Ventes",56
"Nom_1261","Service Client",56
"Nom_787","Opérations",56
"Nom_937","Opérations",56
"Nom_674","Ressources Humaines",56
"Nom_701","Data & Analytics",56
"Nom_1112","Data & Analytics",56
"Nom_1093","Marketing",56
"Nom_1200","Ventes",56
"Nom_5","Marketing",56
"Nom_1197","Data & Analytics",56
"Nom_239","Data & Analytics",56
"Nom_171","Finance",56
"Nom_761","Juridique",56
"Nom_1065","Opérations",56
"Nom_103","Ventes",56
"Nom_417","Service Client",56
"Nom_54","Opérations",56
"Nom_841","Ressources Humaines",56
"Nom_600","Marketing",56
"Nom_332","Ressources Humaines",56
"Nom_1468","Opérations",56
"Nom_187","Juridique",56
"Nom_913","Finance",56
"Nom_441","Service Client",56
"Nom_1032","Direction Générale",56
"Nom_1476","Direction Générale",56
"Nom_930","Ventes",56
"Nom_126","Juridique",56
"Nom_1492","Service Client",56
"Nom_760","Juridique",56
"Nom_453","Service Client",56
"Nom_793","Juridique",56
"Nom_498","Data & Analytics",56
"Nom_547","Marketing",56
"Nom_120","Finance",56
"Nom_331","Ressources Humaines",56
"Nom_1404","Direction Générale",56
"Nom_1219","Opérations",56
"Nom_988","Opérations",56
"Nom_571","Service Client",56
"Nom_1455","Informatique",56
"Nom_93","Finance",56
"Nom_1265","Opérations",56
"Nom_1176","Marketing",56
"Nom_1022","Finance",56
"Nom_899","Direction Générale",56
"Nom_318","Opérations",56
"Nom_963","Marketing",56
"Nom_720","Service Client",56
"Nom_176","Service Client",56
"Nom_953","Service Client",57
"Nom_1336","Finance",57
"Nom_703","Opérations",57
"Nom_236","Opérations",57
"Nom_629","Marketing",57
"Nom_1192","Opérations",57
"Nom_1177","Informatique",57
"Nom_1173","Ventes",57
"Nom_1276","Finance",57
"Nom_1207","Ressources Humaines",57
"Nom_23","Ventes",57
"Nom_1255","Service Client",57
"Nom_20","Ressources Humaines",57
"Nom_1281","Marketing",57
"Nom_1139","Juridique",57
"Nom_44","Informatique",57
"Nom_1444","Ventes",57
"Nom_18","Service Client",57
"Nom_936","Ventes",57
"Nom_534","Finance",57
"Nom_1238","Marketing",57
"Nom_729","Ressources Humaines",57
"Nom_642","Juridique",57
"Nom_479","Opérations",57
"Nom_788","Ventes",57
"Nom_838","Ressources Humaines",57
"Nom_21","Ressources Humaines",57
"Nom_1342","Ressources Humaines",57
"Nom_290","Informatique",57
"Nom_758","Ressources Humaines",57
"Nom_306","Juridique",57
"Nom_734","Data & Analytics",57
"Nom_155","Marketing",57
"Nom_597","Informatique",57
"Nom_308","Opérations",57
"Nom_376","Finance",57
"Nom_469","Finance",57
"Nom_58","Juridique",57
"Nom_686","Service Client",57
"Nom_1280","Juridique",57
"Nom_316","Ventes",57
"Nom_1125","Ventes",57
"Nom_566","Informatique",57
"Nom_657","Direction Générale",57
"Nom_1497","Ventes",57
"Nom_1015","Service Client",57
"Nom_1460","Data & Analytics",57
"Nom_998","Juridique",57
"Nom_622","Opérations",57
"Nom_13","Ressources Humaines",57
"Nom_1471","Service Client",57
"Nom_1025","Finance",57
"Nom_1091","Data & Analytics",57
"Nom_519","Direction Générale",57
"Nom_74","Data & Analytics",57
"Nom_786","Ventes",57
"Nom_1452","Service Client",57
"Nom_1311","Marketing",57
"Nom_617","Informatique",57
"Nom_924","Finance",57
"Nom_551","Marketing",57
"Nom_1198","Opérations",57
"Nom_164","Service Client",57
"Nom_1249","Finance",57
"Nom_1108","Data & Analytics",58
"Nom_1221","Informatique",58
"Nom_397","Direction Générale",58
"Nom_1274","Direction Générale",58
"Nom_340","Ressources Humaines",58
"Nom_1074","Ressources Humaines",58
"Nom_1273","Direction Générale",58
"Nom_902","Opérations",58
"Nom_370","Juridique",58
"Nom_9","Service Client",58
"Nom_324","Informatique",58
"Nom_1266","Data & Analytics",58
"Nom_979","Juridique",58
"Nom_67","Opérations",58
"Nom_549","Ventes",58
"Nom_328","Opérations",58
"Nom_1187","Finance",58
"Nom_1216","Data & Analytics",58
"Nom_1037","Ressources Humaines",58
"Nom_88","Marketing",58
"Nom_1236","Ressources Humaines",58
"Nom_320","Direction Générale",58
"Nom_66","Informatique",58
"Nom_14","Opérations",58
"Nom_1478","Service Client",58
"Nom_714","Direction Générale",58
"Nom_664","Service Client",58
"Nom_650","Informatique",58
"Nom_1480","Ressources Humaines",58
"Nom_969","Opérations",58
"Nom_959","Data & Analytics",58
"Nom_63","Finance",58
"Nom_605","Informatique",58
"Nom_143","Finance",58
"Nom_1354","Direction Générale",58
"Nom_1181","Ressources Humaines",58
"Nom_865","Juridique",58
"Nom_1105","Service Client",58
"Nom_363","Marketing",58
"Nom_1178","Ressources Humaines",58
"Nom_1440","Ventes",59
"Nom_1248","Ressources Humaines",59
"Nom_1310","Finance",59
"Nom_1254","Finance",59
"Nom_871","Opérations",59
"Nom_521","Marketing",59
"Nom_213","Data & Analytics",59
"Nom_1348","Data & Analytics",59
"Nom_816","Direction Générale",59
"Nom_247","Marketing",59
"Nom_685","Ressources Humaines",59
"Nom_1159","Finance",59
"Nom_280","Service Client",59
"Nom_844","Ventes",59
"Nom_1450","Marketing",59
"Nom_1431","Data & Analytics",59
"Nom_535","Opérations",59
"Nom_677","Marketing",59
"Nom_242","Juridique",59
"Nom_1401","Opérations",59
"Nom_1133","Opérations",59
"Nom_983","Marketing",59
"Nom_1041","Opérations",59
"Nom_781","Data & Analytics",59
"Nom_672","Marketing",59
"Nom_1430","Juridique",59
"Nom_1366","Opérations",59
"Nom_711","Ressources Humaines",59
"Nom_145","Marketing",59
"Nom_798","Finance",59
"Nom_25","Finance",59
"Nom_311","Ventes",59
"Nom_41","Ventes",59
"Nom_1103","Opérations",59
"Nom_1453","Informatique",59
"Nom_828","Ventes",59
"Nom_393","Juridique",59
"Nom_583","Marketing",59
"Nom_881","Data & Analytics",60
"Nom_1202","Ressources Humaines",60
"Nom_1213","Direction Générale",60
"Nom_866","Opérations",60
"Nom_1284","Data & Analytics",60
"Nom_668","Opérations",60
"Nom_513","Service Client",60
"Nom_186","Direction Générale",60
"Nom_157","Data & Analytics",60
"Nom_1409","Service Client",60
"Nom_1429","Direction Générale",60
"Nom_262","Finance",60
"Nom_368","Marketing",60
"Nom_1044","Marketing",60
"Nom_581","Ressources Humaines",60
"Nom_90","Service Client",60
"Nom_37","Service Client",60
"Nom_423","Service Client",60
"Nom_1466","Direction Générale",60
"Nom_676","Juridique",60
"Nom_948","Marketing",60
"Nom_951","Informatique",60
"Nom_916","Finance",60
"Nom_322","Juridique",60
"Nom_1412","Ventes",60
"Nom_392","Finance",60
"Nom_315","Ressources Humaines",60
"Nom_1376","Marketing",60
"Nom_1321","Data & Analytics",60
"Nom_728","Juridique",60
"Nom_1467","Data & Analytics",60
"Nom_598","Ventes",60
"Nom_1154","Informatique",60
"Nom_1152","Ressources Humaines",61
"Nom_747","Ressources Humaines",61
"Nom_634","Marketing",61
"Nom_557","Service Client",61
"Nom_62","Ressources Humaines",61
"Nom_1294","Finance",61
"Nom_372","Service Client",61
"Nom_814","Marketing",61
"Nom_459","Data & Analytics",61
"Nom_123","Direction Générale",61
"Nom_1260","Service Client",61
"Nom_152","Opérations",61
"Nom_1279","Marketing",61
"Nom_130","Juridique",61
"Nom_1242","Ressources Humaines",61
"Nom_1126","Data & Analytics",61
"Nom_857","Service Client",61
"Nom_891","Juridique",61
"Nom_215","Juridique",61
"Nom_958","Ventes",61
"Nom_1454","Data & Analytics",61
"Nom_275","Ressources Humaines",61
"Nom_1052","Service Client",61
"Nom_432","Service Client",61
"Nom_621","Ressources Humaines",61
"Nom_278","Ressources Humaines",61
"Nom_105","Ressources Humaines",61
"Nom_1399","Ressources Humaines",61
"Nom_1251","Informatique",61
"Nom_546","Ressources Humaines",61
"Nom_197","Service Client",61
"Nom_369","Opérations",61
"Nom_855","Service Client",61
"Nom_854","Ressources Humaines",62
"Nom_17","Juridique",62
"Nom_873","Data & Analytics",62
"Nom_1013","Informatique",62
"Nom_1375","Ressources Humaines",62
"Nom_1113","Ventes",62
"Nom_273","Data & Analytics",62
"Nom_307","Ressources Humaines",62
"Nom_129","Data & Analytics",62
"Nom_337","Service Client",62
"Nom_1245","Marketing",62
"Nom_402","Juridique",62
"Nom_1136","Direction Générale",62
"Nom_1185","Data & Analytics",62
"Nom_1060","Service Client",62
"Nom_584","Finance",63
"Nom_289","Marketing",63
"Nom_1158","Opérations",63
"Nom_763","Data & Analytics",63
"Nom_335","Ressources Humaines",63
"Nom_589","Juridique",63
"Nom_1327","Juridique",63
"Nom_932","Ventes",63
"Nom_188","Ventes",64
"Nom_1299","Direction Générale",64
"Nom_732","Finance",64
"Nom_378","Data & Analytics",64
"Nom_380","Data & Analytics",64
"Nom_33","Finance",65
"Nom_205","Finance",65
"Nom_1408","Juridique",65
"Nom_931","Ventes",65
"Nom_203","Ventes",65
"Nom_1061","Direction Générale",65
"Nom_1297","Ventes",65
"Nom_287","Ventes",65
"Nom_1436","Data & Analytics",65
"Nom_1129","Ventes",65
"Nom_487","Ventes",66
"Nom_776","Juridique",66
"Nom_1009","Data & Analytics",66
"Nom_1417","Marketing",66
"Nom_610","Finance",66
"Nom_784","Juridique",67
"Nom_554","Ventes",67
"Nom_1071","Direction Générale",67
"Nom_896","Juridique",67
"Nom_407","Marketing",68
"Nom_744","Direction Générale",68
"Nom_227","Informatique",70
"Nom_238","Marketing",70
